2418,10,5,5,20,14,4,3,221,20,111
2490,10,5,8,20,14,5,3,221,20,111
2571,8,5,9,20,14,5,5,221,20,111
2616,8,5,4,20,14,5,7,221,20,111
2912,8,6,9,20,14,6,13,221,20,111
3327,8,5,9,20,14,4,14,221,20,111
2836,9,4,4,20,14,6,11,221,20,111
2755,9,4,6,20,14,6,10,221,20,111
2756,10,6,4,20,14,6,10,221,20,111
3118,9,5,9,20,14,6,14,221,30,111
2769,5,5,2,20,14,6,13,221,20,111
2776,7,6,4,20,14,6,12,221,20,111
2587,7,3,3,20,16,4,11,221,20,111
2811,10,3,11,20,16,5,5,221,20,111
2897,7,5,3,20,14,4,8,221,20,111
2844,6,5,9,20,14,5,6,221,20,111
2607,6,4,2,20,16,4,1,221,20,111
2996,7,3,4,20,14,6,13,221,20,111
3155,10,3,2,20,14,6,13,221,20,111
3046,7,3,8,20,14,6,13,221,20,111
2753,7,4,4,20,14,6,12,221,20,111
2963,9,4,10,24,18,4,19,239,20,111
3321,8,5,10,24,18,6,19,221,20,111
2508,10,8,9,20,14,2,6,221,20,111
3049,9,3,9,24,18,12,17,239,20,111
2699,11,8,11,24,18,12,13,221,20,111
3034,10,4,10,24,18,8,9,221,20,111
2844,5,4,6,24,16,9,16,239,20,111
3504,7,4,11,26,20,6,16,221,20,111
2857,8,7,9,26,20,3,17,162,20,111
3166,6,7,4,26,20,5,17,162,20,111
2830,6,9,4,24,16,6,12,239,20,111
3386,8,5,4,20,14,6,14,221,20,111
2976,5,4,10,20,14,4,10,221,20,111
2981,13,8,5,20,16,7,13,255,30,111
3261,9,7,6,24,18,6,13,221,20,111
2852,10,3,8,24,18,4,11,221,20,111
2865,9,2,3,20,14,5,10,221,20,111
2907,10,3,3,20,14,5,10,221,20,111
2388,4,2,6,26,20,2,1,221,20,111
2416,10,4,9,26,20,2,2,221,20,111
2352,5,10,5,24,18,1,2,221,20,111
2357,6,10,6,24,18,4,4,221,20,111
2356,7,9,9,24,18,5,4,221,20,111
2156,6,5,4,24,18,11,3,239,20,111
2936,7,3,6,20,14,10,19,221,20,111
2621,12,5,2,20,16,5,19,174,20,111
3403,8,3,10,20,16,7,17,174,20,111
3368,9,4,4,20,14,10,19,221,20,111
2971,10,5,3,20,14,14,19,221,20,111
3503,7,7,4,24,18,7,15,221,20,111
3247,11,4,2,24,18,5,15,221,20,111
3215,8,5,6,24,18,3,14,221,20,111
3171,7,4,3,24,18,5,14,221,20,111
3186,9,2,2,24,18,7,13,221,20,111
3115,12,3,11,24,18,7,13,221,20,111
2912,10,2,4,24,18,6,13,221,20,111
2884,8,4,4,20,12,14,19,221,20,111
3373,10,10,5,24,18,9,19,221,30,111
3098,9,10,6,20,16,4,10,221,20,111
2954,7,9,9,20,14,4,9,221,20,111
2879,8,10,10,24,18,13,18,239,20,111
3152,12,6,10,24,18,13,18,239,20,111
2919,10,4,4,26,20,4,16,162,20,111
2651,11,3,3,26,20,3,16,162,20,111
2866,9,7,3,26,20,1,17,162,20,111
2958,8,5,9,26,20,4,17,162,20,111
3359,10,3,4,26,20,4,19,162,20,111
3321,7,5,5,26,20,5,18,162,20,111
3270,10,7,8,26,20,5,18,162,20,111
3107,10,6,3,26,20,4,19,162,20,111
3354,7,7,6,26,20,3,19,162,20,111
2926,10,10,3,26,20,5,16,162,20,111
2827,8,10,9,26,20,5,17,162,20,111
3183,10,4,9,26,20,4,19,162,20,111
3396,11,5,4,26,20,5,19,221,30,111
3485,8,5,6,26,20,5,19,221,20,111
3028,6,4,5,24,20,7,19,221,20,111
3492,10,5,11,24,20,7,19,221,20,111
2887,7,10,5,26,20,5,18,221,20,111
2635,6,2,5,20,16,5,6,221,20,111
3187,11,3,4,20,16,5,13,221,20,111
2949,8,10,8,24,16,7,14,221,20,111
2915,11,10,9,24,16,7,14,221,20,111
3170,7,2,9,24,16,7,15,221,20,111
3423,10,2,4,24,16,8,17,221,20,111
2865,10,4,4,20,16,4,5,221,20,111
2814,10,4,6,20,16,4,4,221,20,111
3357,6,7,4,20,14,3,15,221,30,111
3354,6,7,3,20,14,2,15,221,20,111
3024,7,5,9,20,14,6,12,221,20,111
3102,8,7,5,20,16,6,14,221,20,111
2575,10,9,5,20,16,2,6,221,20,111
2960,9,3,5,20,16,6,14,221,20,111
2954,8,3,10,20,16,6,14,221,20,111
2753,10,2,8,20,16,4,9,221,20,111
3219,8,3,8,24,16,4,16,221,30,111
3440,9,2,8,24,16,4,17,221,30,111
3302,8,3,9,20,16,5,15,221,30,111
3301,9,3,10,24,16,4,16,221,30,111
2708,8,4,9,20,16,6,8,221,20,111
3333,10,3,10,20,16,6,16,239,20,111
2930,9,3,8,24,16,4,18,239,20,111
2860,7,3,4,24,16,4,18,239,20,111
3465,7,4,4,24,18,4,19,162,20,111
2653,9,10,3,20,14,5,12,239,20,111
3328,10,10,9,20,16,7,16,221,20,111
2808,5,3,10,20,14,4,3,221,20,111
2809,9,7,6,20,14,3,9,221,20,111
3067,4,6,8,20,14,5,12,221,20,111
2994,8,2,11,20,16,6,12,221,20,111
3123,5,9,4,20,16,7,16,221,20,111
2791,10,8,8,20,16,5,13,221,20,111
3156,11,5,4,20,14,4,14,221,20,111
2742,9,7,5,20,16,7,13,221,20,111
2858,9,2,4,20,14,5,13,239,20,111
3077,8,2,3,20,16,12,11,221,20,111
2771,9,4,9,16,10,4,17,240,20,111
2193,5,6,9,20,16,2,5,239,20,111
2287,9,4,6,20,12,5,7,239,20,111
1943,8,4,9,16,12,6,3,162,20,111
2291,9,4,4,16,12,6,6,162,20,111
3301,7,5,3,16,12,1,4,239,20,111
2605,9,3,5,16,12,7,3,221,20,111
2676,9,5,6,16,12,7,3,221,20,111
2936,10,4,5,16,12,6,6,221,20,111
2935,12,4,4,16,12,5,5,221,20,111
3113,9,4,3,16,12,5,5,221,20,111
2983,6,4,4,16,12,5,3,221,20,111
3086,10,4,4,16,12,5,4,221,20,111
2472,9,4,3,16,12,9,4,221,20,111
2435,10,4,8,20,14,4,4,239,20,111
2468,10,7,6,20,16,3,6,239,20,111
2492,7,4,5,20,14,4,5,239,20,111
2846,11,3,5,20,14,7,13,221,20,111
3190,9,2,9,16,12,6,14,221,20,111
3417,7,3,8,20,12,6,14,221,20,111
2608,10,10,5,16,12,8,8,221,20,111
3321,7,4,9,16,10,1,15,239,20,111
3357,8,9,4,16,12,5,8,221,20,111
2770,8,3,5,20,12,8,13,221,20,111
2724,8,2,4,20,14,7,13,221,20,111
3101,8,5,5,24,16,12,8,221,20,222
3345,8,7,3,24,18,10,15,174,20,222
2861,9,3,5,20,14,5,13,221,20,222
2935,6,3,9,24,16,5,17,221,20,222
2240,12,7,10,20,16,4,8,239,20,222
3406,7,3,6,20,14,17,18,255,20,222
3498,7,8,3,20,14,16,13,255,30,222
3979,9,8,6,16,12,15,19,221,30,222
2691,3,7,8,24,18,12,12,221,20,222
2659,7,7,5,24,20,5,10,221,20,222
3300,3,9,8,16,12,18,15,255,20,222
3329,6,10,10,24,18,8,17,221,20,222
3882,4,9,6,26,20,5,17,221,30,222
3771,8,7,4,20,16,16,17,255,30,222
3643,9,4,8,20,16,14,14,255,20,222
3310,9,3,4,24,16,7,16,221,20,222
3528,5,7,4,16,12,6,19,174,30,222
2352,12,8,8,24,16,6,8,239,20,222
3678,10,10,9,16,12,8,19,174,30,222
2620,6,7,5,24,18,7,3,221,20,222
3325,6,7,9,20,16,8,15,221,20,222
3570,7,4,5,26,20,5,19,239,20,222
3756,2,5,10,16,12,11,19,174,30,222
4088,9,7,6,16,12,15,19,221,30,222
2633,8,5,5,24,16,6,16,221,20,222
3557,7,8,9,20,14,6,16,221,20,222
2205,9,3,10,24,20,12,4,239,20,222
3274,10,3,9,24,16,6,17,239,20,222
3136,6,5,9,26,20,7,15,221,20,222
3729,7,9,9,24,16,12,17,174,20,222
4198,8,5,4,16,12,12,20,174,30,222
3399,3,8,8,16,10,10,20,178,20,222
4148,6,6,5,24,18,16,19,255,30,222
3437,4,4,6,16,12,5,17,255,20,222
3182,8,10,4,24,18,7,14,221,20,222
3690,7,4,4,24,16,7,17,221,30,222
2289,6,9,10,24,20,14,5,221,20,222
3761,10,7,2,16,12,17,17,255,30,222
3783,7,3,3,26,20,7,18,162,30,222
3030,8,3,9,20,14,6,9,221,20,222
3777,10,5,2,20,16,14,17,255,30,222
3476,2,8,8,16,10,12,20,178,20,222
2911,10,9,3,24,16,12,13,221,20,222
3589,8,8,11,20,14,10,16,255,20,222
3373,7,5,6,20,14,2,15,221,20,222
3314,5,5,6,24,16,10,17,239,20,222
3380,9,5,3,20,16,7,17,221,20,222
3724,5,4,9,24,18,15,19,255,30,222
3326,8,4,9,20,14,4,16,221,20,222
3668,10,5,9,24,16,15,19,255,30,222
4026,6,2,5,20,16,14,15,174,30,222
3127,9,6,8,16,12,8,15,221,20,222
3792,6,8,10,20,16,9,17,221,30,222
3074,6,2,10,16,12,18,9,255,20,222
4273,8,3,9,20,14,14,17,174,30,222
3997,6,3,9,20,14,18,19,255,20,222
2393,2,9,8,20,16,4,17,239,20,222
2390,8,3,6,20,16,5,7,239,20,222
3421,10,9,4,24,16,12,13,221,20,222
2949,8,7,9,20,16,5,13,221,20,222
3478,4,4,5,16,10,4,19,178,20,222
3049,8,8,5,24,18,11,14,174,20,222
3448,9,8,9,20,14,8,13,255,20,222
3015,8,9,4,20,14,10,19,174,20,222
2963,6,4,5,20,14,17,2,255,20,222
2384,9,10,6,24,16,5,8,239,20,222
4041,5,7,4,16,12,14,19,221,30,222
3467,7,7,5,16,12,10,19,178,20,222
3332,7,5,8,24,20,4,13,221,20,222
3100,7,8,11,20,14,11,4,255,20,222
3839,8,5,9,16,12,15,19,221,30,222
3130,7,9,8,26,20,3,18,221,20,222
3250,8,7,4,24,18,10,15,239,20,222
3514,5,5,8,16,12,10,19,178,20,222
3686,8,9,5,16,12,7,18,221,20,222
2507,5,8,9,24,18,14,6,221,20,222
3585,6,6,5,24,18,9,16,221,20,222
3391,5,3,5,24,16,6,17,239,20,222
2698,10,3,3,24,18,7,6,221,20,222
2893,8,9,2,20,16,7,13,239,20,222
3916,5,9,5,16,12,8,18,221,30,222
3939,2,9,6,20,16,18,19,255,30,222
3427,4,9,5,16,12,12,18,221,20,222
2518,3,8,5,20,12,4,15,239,20,222
3744,9,9,9,20,14,18,17,255,30,222
3027,7,9,10,24,16,10,13,221,20,222
3852,9,10,4,16,12,7,17,221,30,222
3719,6,5,4,24,20,6,19,221,20,222
4129,7,9,3,24,18,12,17,221,30,222
3923,6,6,4,20,14,17,19,255,20,222
3774,9,5,3,20,16,17,19,255,20,222
4049,1,3,6,20,16,17,19,255,30,222
3308,8,7,5,20,14,5,14,221,20,222
3096,7,7,5,20,14,5,13,221,20,222
2970,9,4,8,20,14,5,14,239,20,222
3575,9,10,4,20,12,5,16,221,20,222
3459,8,6,8,20,14,16,14,255,20,222
3697,6,8,10,16,10,11,19,221,20,222
3169,9,4,6,20,14,15,6,255,20,222
3055,4,6,5,24,18,12,18,239,20,222
2774,2,8,9,24,16,5,18,239,20,222
3003,4,6,3,24,16,13,10,221,20,222
3367,6,2,6,24,18,13,19,255,20,222
4198,4,4,6,24,16,17,19,255,30,222
3408,7,8,6,16,12,10,19,221,20,222
3277,10,5,5,20,14,10,13,221,20,222
2636,8,7,8,24,18,12,17,239,20,222
3092,7,5,6,20,16,8,15,239,20,222
3675,5,9,4,16,12,17,16,255,30,222
2805,8,2,4,20,16,6,13,221,20,222
3837,7,4,4,20,14,14,17,221,30,222
3574,7,8,9,20,14,11,15,255,20,222
3703,9,8,6,20,16,16,19,255,30,222
3418,8,7,6,20,14,16,17,255,20,222
3624,8,7,3,16,12,17,16,255,30,222
3575,7,5,11,24,18,11,19,221,30,222
3000,5,6,6,24,18,4,8,221,20,222
2388,8,8,9,20,14,3,6,239,20,222
3190,9,6,5,16,12,9,19,221,20,222
2314,10,5,9,24,16,8,4,239,20,222
3624,7,6,4,20,14,15,17,255,30,222
3275,9,6,8,20,14,6,19,174,30,222
3524,9,9,9,16,12,17,17,255,20,222
4200,6,9,10,24,18,16,19,255,30,222
3481,6,7,5,20,16,7,16,221,20,222
3680,8,3,2,16,12,6,17,221,20,222
3494,8,4,9,20,14,5,16,221,20,222
3815,7,5,5,20,14,14,17,221,30,222
2877,2,4,6,24,16,9,16,239,20,222
3006,7,6,6,20,14,6,13,255,20,222
2962,7,8,3,20,14,6,14,239,20,222
2973,4,6,3,24,20,11,14,239,20,222
3081,8,8,10,24,18,11,17,239,20,222
3087,7,5,9,20,14,6,13,221,20,222
3325,7,4,10,26,20,9,16,162,20,222
2904,12,8,2,20,14,8,19,174,20,222
4083,7,3,8,20,16,18,19,221,30,222
3556,2,2,6,20,14,15,15,221,20,222
3001,4,5,6,20,14,4,14,221,20,222
3102,4,6,10,20,14,5,13,239,20,222
3228,6,2,6,16,10,5,19,178,20,222
3196,13,9,11,16,12,8,19,178,20,222
3407,4,3,9,12,10,5,19,178,20,222
4055,7,7,6,24,18,14,19,255,30,222
4170,10,9,9,20,16,16,18,255,30,222
4084,6,8,6,16,12,14,19,221,30,222
3590,8,3,6,26,20,7,19,162,30,222
4188,4,3,8,16,12,16,19,221,30,222
2300,8,3,10,20,16,4,7,239,20,222
3779,8,5,3,24,18,12,19,221,30,222
3544,10,3,3,24,18,6,15,221,20,222
2907,3,9,8,20,14,8,6,255,20,222
3252,8,7,4,24,18,7,19,239,20,222
3983,4,5,5,20,14,19,19,255,20,222
4019,9,7,4,26,20,2,19,162,30,222
3668,6,7,6,16,12,6,19,174,30,222
2968,3,5,4,24,16,10,14,221,20,222
3172,9,3,9,24,16,11,13,221,20,222
3185,6,4,6,20,14,4,14,221,20,222
3657,7,3,4,20,16,13,14,221,20,222
3372,4,3,6,16,12,9,20,178,20,222
4029,5,2,8,24,20,7,19,221,30,222
4278,14,9,3,16,14,19,19,221,30,222
2653,1,1,6,20,16,3,5,221,20,222
3266,8,7,10,20,16,14,9,221,20,222
3592,8,3,10,20,16,7,14,221,20,222
3016,8,7,5,24,16,10,13,221,20,222
3050,1,4,6,16,12,6,18,221,20,222
3821,6,3,4,24,18,14,18,255,30,222
3470,6,6,5,20,16,14,15,255,20,222
3114,5,4,8,20,14,5,13,221,20,222
2571,8,5,6,26,20,7,7,221,20,222
3083,6,9,9,24,18,9,14,239,20,222
4009,12,3,4,16,12,8,20,174,30,222
2967,3,8,5,24,18,1,19,239,20,222
3709,4,7,6,20,16,14,14,221,30,222
3051,5,7,6,24,18,6,19,239,20,222
3236,8,4,11,24,18,6,19,221,20,222
3243,5,3,4,20,16,9,15,255,20,222
3990,8,2,10,20,16,17,19,255,30,222
3069,6,9,6,26,20,4,17,221,20,222
2663,5,3,3,24,16,3,18,239,20,222
3140,7,5,9,20,14,16,6,255,20,222
3080,8,3,5,20,14,8,7,255,20,222
4311,7,10,5,20,16,14,17,174,30,222
2922,9,10,10,24,18,9,16,174,20,222
4027,7,5,5,16,12,7,17,221,30,222
3801,10,5,6,16,12,11,17,255,20,222
2274,7,2,6,20,16,3,2,239,20,222
4173,7,8,8,24,18,15,19,255,30,222
3051,1,5,8,24,18,10,17,239,20,222
4117,9,3,5,20,16,19,19,255,20,222
3992,3,4,5,24,18,16,19,255,30,222
3521,5,2,9,26,20,4,17,221,20,222
2847,5,3,9,24,16,6,12,239,20,222
3675,8,7,9,24,16,12,17,174,20,222
2775,6,7,4,20,14,3,19,221,20,222
3315,5,5,10,24,18,11,19,221,20,222
2715,4,9,8,24,16,4,18,239,20,222
2583,1,3,4,26,20,1,16,162,20,222
3185,7,3,6,24,18,6,13,221,20,222
3283,2,3,9,24,18,13,19,255,20,222
3316,4,3,5,16,10,4,19,178,20,222
3296,6,8,4,16,12,19,13,255,30,222
3392,7,7,8,20,16,14,12,221,20,222
3275,5,3,8,20,14,2,16,221,20,222
3658,4,2,8,12,10,3,20,178,20,222
3134,7,6,4,20,14,17,15,255,20,222
4125,1,9,10,20,14,19,19,255,30,222
3793,5,1,9,24,16,15,19,255,20,222
2810,4,7,4,24,18,13,13,221,20,222
4044,6,3,9,20,14,17,19,255,20,222
2993,4,5,4,20,14,11,12,255,20,222
2907,9,4,6,20,14,9,19,174,20,222
2317,7,2,9,20,16,5,10,239,20,222
4216,7,10,6,20,14,19,19,221,30,222
2778,8,9,5,20,16,5,13,221,20,222
2655,4,8,11,20,16,5,9,239,20,222
4079,3,2,4,16,12,9,20,174,30,222
4239,6,5,9,16,12,15,19,221,30,222
3202,6,8,5,24,18,10,15,174,20,222
2141,3,4,4,24,18,10,1,239,20,222
3639,7,8,9,20,14,6,19,174,20,222
3910,1,8,3,24,18,10,18,221,30,222
3711,8,10,8,24,20,6,19,221,20,222
3858,8,1,9,20,16,8,15,221,30,222
3369,5,8,4,26,20,4,17,221,20,222
3333,6,3,5,24,16,10,17,239,20,222
3636,4,3,10,20,14,10,18,221,20,222
3369,2,3,8,16,10,7,20,178,20,222
2814,9,7,6,20,16,5,11,221,20,222
3576,6,3,4,24,18,6,18,221,20,222
3286,10,5,10,20,14,10,9,221,20,222
3253,8,3,5,20,16,8,14,239,20,222
2792,3,9,9,24,18,9,15,174,20,222
4101,6,8,2,20,14,11,18,174,30,222
2637,8,9,2,24,18,13,7,221,20,222
3718,7,7,9,20,16,16,19,255,30,222
3679,6,5,4,16,12,5,17,221,20,222
3393,14,7,4,24,16,5,17,221,30,222
3590,3,9,3,24,18,14,19,255,20,222
3844,8,3,10,20,14,18,14,255,30,222
4379,9,6,5,20,16,14,17,174,30,222
2821,5,9,9,24,16,7,14,239,20,222
3135,8,6,6,20,14,6,13,221,20,222
2637,7,4,3,24,16,6,17,221,20,222
4133,3,10,4,20,14,19,19,221,30,222
3436,5,8,11,20,14,6,19,174,20,222
3319,1,8,8,16,12,9,20,178,20,222
3413,6,5,9,20,14,4,16,221,20,222
3957,8,5,4,16,12,17,19,221,30,222
3919,8,7,10,16,12,12,19,174,30,222
3809,4,3,9,20,16,16,19,255,20,222
3066,7,2,9,20,14,4,19,221,20,222
3831,5,8,9,24,16,14,18,221,30,222
2361,1,2,8,24,18,4,1,221,60,222
3116,8,10,9,20,14,5,13,221,20,222
3302,9,7,6,26,20,5,17,162,20,222
3422,3,7,9,16,12,9,19,178,20,222
3189,4,3,4,16,12,5,16,221,20,222
3389,6,6,4,26,20,8,16,221,20,222
2875,5,4,9,20,14,7,3,255,20,222
3669,9,2,9,20,16,12,16,255,20,222
3707,8,9,5,20,12,11,16,255,20,222
2769,6,4,6,20,14,4,15,239,20,222
3456,7,10,6,20,14,5,17,221,20,222
2824,7,4,9,20,14,4,15,239,20,222
3998,6,8,3,24,16,10,17,162,30,222
2912,12,3,3,20,14,9,2,255,20,222
3048,8,5,3,26,20,4,19,221,20,222
3635,2,9,8,16,10,13,19,178,20,222
3575,8,7,5,20,16,12,15,255,20,222
2219,8,9,4,24,18,10,6,239,20,222
4208,9,4,3,16,12,16,18,221,30,222
3684,8,9,9,24,16,6,17,221,30,222
3975,8,6,9,16,10,14,20,221,30,222
2464,2,3,9,20,16,3,6,221,20,222
3061,6,6,4,16,12,6,18,221,20,222
3982,5,3,9,24,16,11,17,162,30,222
4191,8,2,9,20,16,16,18,255,30,222
3323,9,8,6,20,16,6,19,174,20,222
3483,8,8,5,20,14,15,15,221,20,222
2887,11,3,8,26,20,7,13,221,20,222
3482,7,8,9,26,20,4,17,221,20,222
2904,3,6,9,20,16,5,8,221,20,222
3667,7,8,5,20,14,17,18,255,30,222
2577,6,3,4,24,16,7,14,239,20,222
3494,8,4,8,20,12,4,15,221,20,222
3285,9,9,10,20,14,11,14,255,20,222
3312,2,10,4,16,12,9,17,221,20,222
4105,10,3,11,20,14,14,15,174,30,222
3504,8,3,6,20,14,7,14,239,30,222
2853,13,3,4,20,14,5,7,239,20,222
3041,8,5,8,16,12,7,14,239,20,222
3350,9,3,4,20,14,14,16,174,20,222
3631,3,4,4,16,12,9,16,239,20,222
3296,7,6,4,16,10,14,20,221,20,222
3533,5,4,8,16,12,14,17,174,30,222
4046,11,3,4,16,10,13,19,174,30,222
3283,3,5,6,16,10,12,20,221,20,222
3567,8,9,9,16,12,6,18,239,30,222
3206,8,4,4,16,12,5,19,239,20,222
3392,4,2,9,16,12,3,19,239,20,222
2694,1,2,4,20,14,9,1,221,20,222
3710,10,2,9,20,14,12,17,174,30,222
3632,12,3,6,20,14,7,13,239,30,222
2393,6,10,9,20,16,4,3,239,20,222
3521,8,4,4,16,10,11,20,174,20,222
3978,5,5,4,20,14,14,17,174,30,222
3965,9,9,3,16,12,7,19,221,30,222
3465,10,8,10,20,12,9,16,239,30,222
3958,7,2,4,16,12,7,19,174,30,222
2858,4,9,6,20,14,10,7,221,30,222
3903,9,5,4,20,16,14,16,174,30,222
3404,4,6,4,20,14,15,14,174,20,222
3875,7,2,8,16,12,7,19,174,30,222
3521,10,4,5,20,14,12,13,174,20,222
4179,5,8,6,20,14,11,18,174,30,222
4248,9,3,5,16,12,10,19,174,30,222
3019,5,3,6,20,14,6,12,239,20,222
3840,4,4,9,16,12,9,19,174,30,222
3116,6,3,4,20,12,15,15,174,20,222
3773,7,3,5,16,12,8,19,174,30,222
3781,4,3,9,16,12,13,17,174,30,222
3713,9,7,6,20,14,9,15,221,30,222
3000,10,3,5,20,14,5,8,239,20,222
3400,8,9,6,20,14,6,13,239,30,222
2825,7,9,10,20,14,7,14,239,20,222
3549,6,4,9,20,14,14,15,174,30,222
3101,12,4,4,20,14,10,6,221,20,222
2942,9,3,9,20,14,10,1,221,20,222
4262,7,6,4,20,14,11,18,174,30,222
3645,8,4,4,16,12,14,17,174,30,222
3618,14,5,11,16,12,14,17,174,30,222
3876,10,9,9,20,14,14,13,174,30,222
4150,6,8,4,16,12,7,19,174,30,222
4038,8,9,9,16,12,7,19,221,30,222
2286,2,8,8,20,16,2,4,239,20,222
2488,6,3,4,20,14,4,1,239,20,222
3679,5,6,6,16,12,14,18,174,30,222
3767,8,7,9,16,12,9,17,239,30,222
2824,8,4,4,16,12,6,5,221,20,222
3620,6,8,4,12,10,5,17,239,20,222
3135,9,7,9,16,12,5,13,162,20,222
2385,4,6,3,20,14,5,5,239,20,222
2623,5,4,4,16,12,4,15,239,20,222
3105,5,4,5,16,10,1,13,239,20,222
2303,8,6,9,20,18,5,5,239,20,222
3612,6,8,4,12,10,4,15,239,20,222
3242,7,3,5,16,12,6,14,221,20,222
3624,9,5,8,16,12,6,13,239,20,222
3551,8,9,10,16,12,5,14,221,20,222
3406,4,8,9,16,12,5,13,221,20,222
2232,6,2,10,20,16,4,3,239,20,222
2459,5,5,4,16,12,5,2,239,20,222
2540,2,4,8,16,12,2,16,239,20,222
3408,6,8,4,16,12,7,15,162,20,222
3042,7,7,9,16,12,4,15,239,20,222
2628,6,6,9,16,12,4,15,239,20,222
2660,11,5,8,20,14,5,14,239,20,222
3410,8,10,4,16,12,8,15,162,20,222
3208,8,7,6,12,10,16,18,243,20,222
2224,11,4,8,16,12,9,9,243,20,222
2294,8,3,4,16,12,7,2,162,20,222
2079,7,8,9,16,12,5,9,239,20,222
2498,8,8,9,16,12,4,14,239,20,222
3272,8,5,3,16,12,5,14,162,20,222
3859,9,5,5,16,10,10,17,239,20,222
2693,5,4,5,16,10,3,17,240,20,222
2755,7,7,9,16,12,5,9,162,20,222
2794,7,7,4,16,12,6,13,239,20,222
2189,9,8,4,16,12,6,10,239,20,222
3760,4,5,10,16,10,10,17,239,20,222
2671,5,8,5,20,14,4,16,239,20,222
3312,8,10,5,16,10,6,15,162,20,222
3124,9,9,9,16,10,13,15,243,20,222
3133,9,3,3,16,12,5,8,239,20,222
2645,6,6,6,16,10,4,18,240,20,222
3431,8,6,5,12,10,8,13,239,20,222
2675,9,5,9,20,14,5,7,221,20,222
3710,6,5,10,16,10,14,16,243,20,222
3380,2,6,5,16,10,12,14,239,20,222
2492,7,5,5,20,14,7,11,239,20,222
3365,9,5,3,20,14,5,14,221,20,222
2153,3,5,8,16,12,9,12,243,20,222
2464,5,2,6,20,18,5,7,239,20,222
3443,7,5,9,16,10,9,17,239,20,222
